Uniq ID,City,Sub City,Food Rate,Staff Rate,Environment Rate,Latitude,Longitude,Image,Description,Restaurant name,Most reviewed foods
844,Badulla,Kandaketiya,4.2,3.6,4.1,7.21,81.0136,https://duqjpivknq39s.cloudfront.net/2019/01/800x750slfood.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Ambalama Kele,Ampalaya Salad
845,Badulla,Lunugala,3.7,3.2,3.6,7.0404,81.2017,https://media-cdn.tripadvisor.com/media/photo-s/0e/a5/07/a3/sangraha-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Rithu Restaurant,Ceylonese Seafood Curry
846,Badulla,Mahiyanganaya,4.1,3.7,4,7.3316,81.0037,https://media-cdn.tripadvisor.com/media/photo-s/1a/6a/79/29/gedarawage.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Garlic Cafe,Ceylonese Crab Stew
847,Badulla,Meegahakivula,3.9,3.3,3.5,7.1384,81.0486,https://cf.bstatic.com/xdata/images/hotel/max1024x768/481969537.jpg?k=266db878a32d191dea27e01510c9be1e4f824f995fab6e37d37ace77a10ea8e8&o=&hp=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Friendo,Ceylonese Pork Stew
848,Badulla,Passara,4.4,4,4.2,6.9349,81.1527,https://oakrayisiwaraayurvedicvillage.com/mathale/images/gallery/oakray-isiwara-ayurvedic-matale-g18.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Spice Haven,Ceylonese Sausages
849,Badulla,Rideemaliyadda,3.8,3.4,3.7,7.21,81.1293,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Naula Delights,Mutton Biryani
850,Badulla,Soranathota,4.3,3.8,4.2,7.0212,81.0538,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hillside Bites,Fish Ambul Polos
851,Badulla,Uva-Paranagama,4.1,3.6,4,6.9429,80.8838,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Rattota Spice Trail,Katta Sambol Pizza
852,Badulla,Welimada,3.7,3.5,3.5,6.9019,80.9079,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Ukuwela Flavors,Kiri Hodi
853,Moneragala,Badalkumbura,3.5,2.5,3.4,6.8956,81.2364,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Wilderness Eats,Sri Lankan Chutney
854,Moneragala,Bibile,3.5,3.8,4.1,7.1624,81.2216,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yatawatta Tastes,Ceylonese Liver Curry
855,Moneragala,Buttala,4.2,3.2,3.7,6.7589,81.2491,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Pork Black Curry
856,Moneragala,Katharagama,3.8,4,4.3,6.4135,81.3326,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Fish Stuffed Roti
857,Moneragala,Madulla,4,3.9,4,6.9783,81.3714,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Ceylonese Mutton Curry
858,Moneragala,Medagama,4.5,4.1,4.4,7.0345,81.276,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Ceylonese Devilled Beef
859,Moneragala,Moneragala,3.6,2.9,3.1,6.8906,81.3454,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Ceylonese Pork Roast
860,Moneragala,Sevanagala,3.9,3.5,3.6,6.3859,80.9152,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Mutton Stuffed Roti
861,Moneragala,Siyambalanduwa,4.1,3.7,3.9,6.9065,81.561,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Ceylonese Beef Stir Fry
862,Moneragala,Thanamalvila,3.3,2.8,3.2,6.4347,81.1308,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Ceylonese Pork Stir Fry
863,Moneragala,Wellawaya,4.2,3.5,3.8,6.7377,81.1031,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Fish Kofta Curry
864,Moneragala,Badalkumbura,3.5,2.5,3.4,6.8956,81.2364,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Ceylonese Beef Cutlets
865,Moneragala,Bibile,3.5,3.8,4.1,7.1624,81.2216,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Ceylonese Brinjal Curry
866,Moneragala,Buttala,4.2,3.2,3.7,6.7589,81.2491,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Ceylonese Spinach Curry
867,Moneragala,Katharagama,3.8,4,4.3,6.4135,81.3326,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Ceylonese Fish Stir Fry
868,Moneragala,Madulla,4,3.9,4,6.9783,81.3714,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Ceylonese Potato Stir Fry
869,Moneragala,Medagama,4.5,4.1,4.4,7.0345,81.276,https://planeterra.org/wp-content/uploads/2020/07/72.png,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Ceylonese Shrimp Stir Fry
870,Moneragala,Moneragala,3.6,2.9,3.1,6.8906,81.3454,https://windloft-retreat.kandyhotelsnow.com/data/Pics/OriginalPhoto/1743/174315/174315870/windloft-retreat-hotel-deltota-pic-20.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Ceylonese Pineapple Curry
871,Moneragala,Sevanagala,3.9,3.5,3.6,6.3859,80.9152,https://the-kandy-samadhicentre-hotel-digana.booked.net/data/Photos/OriginalPhoto/11851/1185106/1185106174/The-Kandy-Samadhicentre-Hotel-Narampanawa-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Ceylonese Mixed Vegetable Curry
872,Moneragala,Siyambalanduwa,4.1,3.7,3.9,6.9065,81.561,https://youimg1.tripcdn.com/target/ww0n1f000001gp024FA11.png,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Ceylonese Egg Stir Fry
873,Moneragala,Thanamalvila,3.3,2.8,3.2,6.4347,81.1308,https://lh3.googleusercontent.com/p/AF1QipPk4umkDKKATDjIe34frEsTm-0JxNVdUc5_h15u=s1600-h380,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Ceylonese Chicken Kofta Curry
874,Moneragala,Wellawaya,4.2,3.5,3.8,6.7377,81.1031,https://q-xx.bstatic.com/xdata/images/hotel/max1000/386328511.jpg?k=b0d93e195220f5bdcfc76903ea294b0e0839402abe5f9b097892c7cff172ad5c,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Ceylonese Fish and Potato Curry
875,Moneragala,Badalkumbura,3.5,2.5,3.4,6.8956,81.2364,https://www.yamu.lk/wp-content/uploads/2022/02/podium-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Addala Flavors,Ceylonese Banana Curry
876,Moneragala,Bibile,3.5,3.8,4.1,7.1624,81.2216,https://www.lankanames.lk/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-29-at-10.06.13-AM-1-768x1024.jpeg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Sthree,Ceylonese Tuna Curry
877,Moneragala,Buttala,4.2,3.2,3.7,6.7589,81.2491,https://i.travelapi.com/lodging/16000000/15450000/15440300/15440298/4d5a7108_z.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Windloft Retreat,Ceylonese Prawn Stir Fry
878,Moneragala,Katharagama,3.8,4,4.3,6.4135,81.3326,https://absolutesrilanka.asia/files/accommodation/246/gallery/5581c1e561fb.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Samadhi Restaurant ,Ceylonese Chicken Liver Curry
879,Moneragala,Madulla,4,3.9,4,6.9783,81.3714,https://media-cdn.tripadvisor.com/media/photo-s/16/0a/b4/dc/hotel-garcinia-leaf.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Botanic Gardens Restaurant & Cafe,Ceylonese Chicken and Potato Curry
880,Moneragala,Medagama,4.5,4.1,4.4,7.0345,81.276,https://i.travelapi.com/lodging/45000000/44810000/44801400/44801386/030d0cdb_z.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Edan Rest,Ceylonese Jackfruit Curry
881,Moneragala,Moneragala,3.6,2.9,3.1,6.8906,81.3454,https://plantation-retreat-holiday-home-wattegama.booked.net/data/Photos/OriginalPhoto/7807/780781/780781536/Plantation-Retreat-Hotel-Pathadumbara-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Brick House,Ceylonese Chicken Pineapple Curry
882,Moneragala,Sevanagala,3.9,3.5,3.6,6.3859,80.9152,https://q-xx.bstatic.com/xdata/images/hotel/840x460/85506741.jpg?k=940d2487b080ea2f539e6f7efb4e6572538c861cb4d31b1c8e604a51cf4450a6&o=,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Podium Restaurant & Bar,Ceylonese Chicken and Spinach Curry
883,Moneragala,Siyambalanduwa,4.1,3.7,3.9,6.9065,81.561,https://danisco-leisure-bunglow-kandy.booked.net/data/Photos/OriginalPhoto/12968/1296844/1296844714/Danisco-Leisure-Bunglow-Hotel-Kandy-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yewon Restaurant & Bakers in Kundasale,Ceylonese Green Bean Curry
884,Moneragala,Thanamalvila,3.3,2.8,3.2,6.4347,81.1308,https://q-xx.bstatic.com/xdata/images/hotel/max1000/459903826.jpg?k=60cac6e6777543618da7b09081a673d0d02eaf2b140433a49f05fd6c235bfcf7,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Santani Wellness ,Ceylonese Okra Curry
885,Moneragala,Wellawaya,4.2,3.5,3.8,6.7377,81.1031,https://aff.bstatic.com/images/hotel/max500/877/87767413.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Palm Paradise,Ceylonese Beef Pineapple Curry
886,Colombo,Colombo,4.2,3.6,4.1,6.9271,79.8612,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8c/e7/6a/h2o-hotel-and-coffee.jpg?w=600&h=400&s=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Garcinia Leaf,Ceylonese Beef Potato Curry
887,Colombo,Dehiwala,3.7,3.2,3.6,6.8559,79.863,https://media-cdn.tripadvisor.com/media/photo-s/15/54/8a/09/ruf-reisen-student-group.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Okwin Resort,Rice and Curry
888,Colombo,Homagama,4.1,3.7,4,6.8433,80.0032,https://q-xx.bstatic.com/xdata/images/hotel/max500/344866386.jpg?k=c094d50852d0e70fe937ff195873f4a0ada52a275d72501f8fc033c17089cbce&o=,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Plantation Retreat Restaurant,Hoppers (Appa)
889,Colombo,Kaduwela,3.9,3.3,3.5,6.9291,79.9828,https://planeterra.org/wp-content/uploads/2020/07/72.png,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.", Dine N Rest,Kottu Roti
890,Colombo,Kesbewa,4.4,4,4.2,6.7787,79.9473,https://windloft-retreat.kandyhotelsnow.com/data/Pics/OriginalPhoto/1743/174315/174315870/windloft-retreat-hotel-deltota-pic-20.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Danisco Leisure,String Hoppers (Idiyappam)
891,Colombo,Kolonnawa,3.8,3.4,3.7,6.9284,79.895,https://the-kandy-samadhicentre-hotel-digana.booked.net/data/Photos/OriginalPhoto/11851/1185106/1185106174/The-Kandy-Samadhicentre-Hotel-Narampanawa-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Mangala Lodge Restaurant,Pol Sambol
892,Colombo,Kotte,4.3,3.8,4.2,6.8868,79.9187,https://youimg1.tripcdn.com/target/ww0n1f000001gp024FA11.png,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Priyangi Hills,Lamprais
893,Colombo,Maharagama,4.1,3.6,4,6.8511,79.9212,https://lh3.googleusercontent.com/p/AF1QipPk4umkDKKATDjIe34frEsTm-0JxNVdUc5_h15u=s1600-h380,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Royal Mount,Devilled dishes
894,Colombo,Moratuwa,3.7,3.5,3.5,6.7881,79.8913,https://q-xx.bstatic.com/xdata/images/hotel/max1000/386328511.jpg?k=b0d93e195220f5bdcfc76903ea294b0e0839402abe5f9b097892c7cff172ad5c,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Tango Rest,Biryani
895,Colombo,Padukka,3.5,2.5,3.4,6.8454,80.1038,https://www.yamu.lk/wp-content/uploads/2022/02/podium-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Peak Residence,Pittu
896,Colombo,Ratmalana,3.5,3.8,4.1,6.8195,79.8736,https://www.lankanames.lk/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-29-at-10.06.13-AM-1-768x1024.jpeg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Sthree,Watalappan
897,Colombo,Seethawaka,4.2,3.2,3.7,6.9544,80.2046,https://i.travelapi.com/lodging/16000000/15450000/15440300/15440298/4d5a7108_z.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Windloft Retreat,Parippu (Dal Curry)
898,Colombo,Thimbirigasyaya,3.8,4,4.3,6.9113,79.8775,https://absolutesrilanka.asia/files/accommodation/246/gallery/5581c1e561fb.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Samadhi Restaurant ,Gotu Kola Sambol
899,Colombo,Colombo,4.2,3.6,4.1,6.9271,79.8612,https://media-cdn.tripadvisor.com/media/photo-s/16/0a/b4/dc/hotel-garcinia-leaf.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Botanic Gardens Restaurant & Cafe,Chicken Curry
900,Colombo,Dehiwala,3.7,3.2,3.6,6.8559,79.863,https://i.travelapi.com/lodging/45000000/44810000/44801400/44801386/030d0cdb_z.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Edan Rest,Fish Ambul Thiyal
901,Colombo,Homagama,4.1,3.7,4,6.8433,80.0032,https://plantation-retreat-holiday-home-wattegama.booked.net/data/Photos/OriginalPhoto/7807/780781/780781536/Plantation-Retreat-Hotel-Pathadumbara-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Brick House,Dhal Wadi
902,Colombo,Kaduwela,3.9,3.3,3.5,6.9291,79.9828,https://q-xx.bstatic.com/xdata/images/hotel/840x460/85506741.jpg?k=940d2487b080ea2f539e6f7efb4e6572538c861cb4d31b1c8e604a51cf4450a6&o=,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Podium Restaurant & Bar,Egg Hoppers
903,Colombo,Kesbewa,4.4,4,4.2,6.7787,79.9473,https://danisco-leisure-bunglow-kandy.booked.net/data/Photos/OriginalPhoto/12968/1296844/1296844714/Danisco-Leisure-Bunglow-Hotel-Kandy-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yewon Restaurant & Bakers in Kundasale,Fish Curry
904,Colombo,Kolonnawa,3.8,3.4,3.7,6.9284,79.895,https://q-xx.bstatic.com/xdata/images/hotel/max1000/459903826.jpg?k=60cac6e6777543618da7b09081a673d0d02eaf2b140433a49f05fd6c235bfcf7,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Santani Wellness ,Vegetable Roti
905,Colombo,Kotte,4.3,3.8,4.2,6.8868,79.9187,https://aff.bstatic.com/images/hotel/max500/877/87767413.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Palm Paradise,Cuttlefish Curry
906,Colombo,Maharagama,4.1,3.6,4,6.8511,79.9212,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8c/e7/6a/h2o-hotel-and-coffee.jpg?w=600&h=400&s=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Garcinia Leaf,Wood Apple (Diya Bathala) Juice
907,Colombo,Moratuwa,3.7,3.5,3.5,6.7881,79.8913,https://media-cdn.tripadvisor.com/media/photo-s/15/54/8a/09/ruf-reisen-student-group.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Okwin Resort,Jackfruit Curry
908,Colombo,Padukka,3.5,2.5,3.4,6.8454,80.1038,https://q-xx.bstatic.com/xdata/images/hotel/max500/344866386.jpg?k=c094d50852d0e70fe937ff195873f4a0ada52a275d72501f8fc033c17089cbce&o=,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Plantation Retreat Restaurant,Fried Rice
909,Colombo,Ratmalana,3.5,3.8,4.1,6.8195,79.8736,https://planeterra.org/wp-content/uploads/2020/07/72.png,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.", Dine N Rest,Egg Curry
910,Colombo,Seethawaka,4.2,3.2,3.7,6.9544,80.2046,https://windloft-retreat.kandyhotelsnow.com/data/Pics/OriginalPhoto/1743/174315/174315870/windloft-retreat-hotel-deltota-pic-20.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Danisco Leisure,Masala Vadai
911,Colombo,Thimbirigasyaya,3.8,4,4.3,6.9113,79.8775,https://the-kandy-samadhicentre-hotel-digana.booked.net/data/Photos/OriginalPhoto/11851/1185106/1185106174/The-Kandy-Samadhicentre-Hotel-Narampanawa-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Mangala Lodge Restaurant,Ambul Polos Curry
912,Colombo,Colombo,4.2,3.6,4.1,6.9271,79.8612,https://youimg1.tripcdn.com/target/ww0n1f000001gp024FA11.png,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Priyangi Hills,Fried Fish
913,Colombo,Dehiwala,3.7,3.2,3.6,6.8559,79.863,https://lh3.googleusercontent.com/p/AF1QipPk4umkDKKATDjIe34frEsTm-0JxNVdUc5_h15u=s1600-h380,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Royal Mount,Beef Curry
914,Colombo,Homagama,4.1,3.7,4,6.8433,80.0032,https://q-xx.bstatic.com/xdata/images/hotel/max1000/386328511.jpg?k=b0d93e195220f5bdcfc76903ea294b0e0839402abe5f9b097892c7cff172ad5c,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Tango Rest,Chicken Biryani
915,Colombo,Kaduwela,3.9,3.3,3.5,6.9291,79.9828,https://www.yamu.lk/wp-content/uploads/2022/02/podium-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Peak Residence,Fish Bun
916,Colombo,Kesbewa,4.4,4,4.2,6.7787,79.9473,https://www.lankanames.lk/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-29-at-10.06.13-AM-1-768x1024.jpeg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Sthree,Kiri Bath with Lunu Miris
917,Colombo,Kolonnawa,3.8,3.4,3.7,6.9284,79.895,https://i.travelapi.com/lodging/16000000/15450000/15440300/15440298/4d5a7108_z.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Windloft Retreat,Banana Leaf Rice
918,Colombo,Kotte,4.3,3.8,4.2,6.8868,79.9187,https://absolutesrilanka.asia/files/accommodation/246/gallery/5581c1e561fb.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Samadhi Restaurant ,Vegetable Kottu Roti
919,Colombo,Maharagama,4.1,3.6,4,6.8511,79.9212,https://media-cdn.tripadvisor.com/media/photo-s/16/0a/b4/dc/hotel-garcinia-leaf.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Botanic Gardens Restaurant & Cafe,Fish Cutlets
920,Colombo,Moratuwa,3.7,3.5,3.5,6.7881,79.8913,https://i.travelapi.com/lodging/45000000/44810000/44801400/44801386/030d0cdb_z.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Edan Rest,Cashew Curry
921,Colombo,Padukka,3.5,2.5,3.4,6.8454,80.1038,https://plantation-retreat-holiday-home-wattegama.booked.net/data/Photos/OriginalPhoto/7807/780781/780781536/Plantation-Retreat-Hotel-Pathadumbara-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Brick House,Prawn Curry
922,Colombo,Ratmalana,3.5,3.8,4.1,6.8195,79.8736,https://q-xx.bstatic.com/xdata/images/hotel/840x460/85506741.jpg?k=940d2487b080ea2f539e6f7efb4e6572538c861cb4d31b1c8e604a51cf4450a6&o=,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Podium Restaurant & Bar,Fish Rolls
923,Colombo,Seethawaka,4.2,3.2,3.7,6.9544,80.2046,https://danisco-leisure-bunglow-kandy.booked.net/data/Photos/OriginalPhoto/12968/1296844/1296844714/Danisco-Leisure-Bunglow-Hotel-Kandy-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yewon Restaurant & Bakers in Kundasale,Kankun Mallung
924,Colombo,Thimbirigasyaya,3.8,4,4.3,6.9113,79.8775,https://q-xx.bstatic.com/xdata/images/hotel/max1000/459903826.jpg?k=60cac6e6777543618da7b09081a673d0d02eaf2b140433a49f05fd6c235bfcf7,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Green Bean Curry
